restaurant_id,restaurant_name,category,location,price_range,overall_rating,food_rating,service_rating,ambiance_rating,review_text,review_date,reviewer_name,source,aspect_sentiments
109911,Pieros Pizza,General,Panamá,,4.54,,,,"el concepto está ok, pero el lugar está escondido. un sábado de quincena sin variedad. para se concepto ny le falta",2026-05-30,Dora Mich T.,degusta,"{'comida': 'negative', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109911,Pieros Pizza,General,Panamá,,4.54,,,,"Muy buena pizza, venden por slice. Probe todos los slices, quedé encantado. Pasamos caminando y nos llevamos el slice caminando, super comodo",2026-05-05,Ariel S.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109911,Pieros Pizza,General,Panamá,,4.54,,,,"Me senti en una de esas pizzerias de Manhattan, buena vibra, la pizza excelente NY stule, slices grandes, masa delgada y el borde crujiente. Buena salsa, muy buena mezcla de quesos, y el crust para el que le gusta la masa delgada esta fuera de serie. Los helados super cremosos... full recomendado para pasar por 1 o 2 slices y matar el hambre cuando estas en casco, o para deliveries de pizzas completas.",2026-05-05,Toby S.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109911,Pieros Pizza,General,Panamá,,4.54,,,,"Siemplemente deliciosa y muy buen sabor. El lugar tiene buen ambiente y es rápido. Excelente atención al cliente, súper recomendada!",2026-05-05,Maria Gabriela G.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}"
108620,Al Alma,General,Panamá,,4.4176,,,,"Fuimos por una oferta. El ambiente es ameno, la atención fue muy buena. Fuimos un día de semana en la mañana, tuvimos que esperar un poco, pero nos dieron frutas como una entrada.",2026-06-09,Ramiro R.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}"
108620,Al Alma,General,Panamá,,4.4176,,,,"Buena opción para lunch y brunch durante todo el día. Los platillos que degustamos estuvieron ricos e igual las bebidas. Tienen open mimosas que estaban muy ricas. Lugar acogedor, buen servicio.",2026-06-03,Thaysie Devonne I.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
108620,Al Alma,General,Panamá,,4.4176,,,,"comida mediana y ahora poco atractiva, aunque de buen sabor. terrible que a las 930 am ya no hubiera piña. el bistec picado tenía bastantes cachos incomibles gordos, pellejos, nervios y eso bajó la puntuación. la hojaldra, muy buena.",2026-05-23,Luis Eduardo  O.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
108620,Al Alma,General,Panamá,,4.4176,,,,"el lugar lleno y con espacios, atencion, solo eran 3 personas para las mesas, perooooo super amables y a tiempo.. la comida no mas de 30 minutos y ya estaba en mesa, un tiempo std en espera en restaurantes llenos, y calientita la comida recomendado para algo diferente y luego poder caminar un poco",2026-05-18,Luis M.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
108620,Al Alma,General,Panamá,,4.4176,,,,"El restaurante es precioso, la decoración es súper bonita, es fresco, la ubicación excelente. Fui a desayunar con mi familia y a todos nos encantó la comida, todo estuvo delicioso y la porción abundante, pero la comida demoró aproximadamente 1 hora en llegar. Súper demorada la atención. No vayan con hambre!",2026-05-11,Melissa V.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'positive', 'ambiente': 'neutral'}"
107203,Sugoi Costa Verde,General,Panamá,,,,,,"Excelente todo, comida y servicio. En especial las Gamba Pop y los Rolls, muy bueno. Super super super espectacular y delicioso.",2026-06-10,Ramón E.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
107203,Sugoi Costa Verde,General,Panamá,,,,,,"Todo muy limpio, el ambiente súper agradable y relajante. El personal muy atento y los platos estaban exquisitos. Sin duda, lo recomendaría!",2026-06-08,Astrid R.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}"
107203,Sugoi Costa Verde,General,Panamá,,,,,,"Visitamos Sugoi Costa Verde y, como siempre, la experiencia fue excelente. La comida estuvo muy buena, pero lo que realmente destacó fue la atención. María nos atendió de manera excepcional muy amable, atenta y siempre con una sonrisa. Además, tuvo un trato muy especial con mis hijos, haciéndolos sentir cómodos y bienvenidos en todo momento. Definitivamente, el excelente servicio de personas como María hace que queramos regresar. ¡Muchas gracias por hacer de nuestra visita una experiencia tan agradable!",2026-06-07,Meyvis N.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'neutral'}"
107203,Sugoi Costa Verde,General,Panamá,,,,,,"Excelente servicio de Nubia, dedicado y profesional. Fuimos con nuestro perrito y nos ofrecieron galletas para él y agua. La comida igual estuvo riquisima.",2026-06-07,Reina R.,degusta,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
107203,Sugoi Costa Verde,General,Panamá,,,,,,"muy buena la atencion de la Sra Michelle, en general todo muy bien! Recomendado! se pasa un momento ameno enfamilia",2026-06-07,Alexander M.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,Excelente alternativa de comida griega en Costa del Este. probé las costillas y los langostinos y estuvieron espectaculares. Las empanadas de queso feta con miel fueron un buen inicio como entrada y el yogur griego con nueces y miel permitieron un cierre con broche de oro. En verdad la comida estuvo muy buena. Este será un nuevo restaurante al que regresaré con cierta frecuencia.,2026-06-08,Raúl B.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'positive', 'ambiente': 'neutral'}"
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,"Definitivamente ya sé por qué tienen una calificación de 4.9 en Degusta. Como amante de los sabores y aromas mediterráneos, creo que encontré mi lugar favorito en la ciudad. ¿Qué les puedo decir? Para mí, es de lo mejor que he probado. La propuesta destaca por una comida impecable, fresca y bien elaborada. Logran un equilibrio perfecto en mesa con platos cremosos, contrastes crujientes, el uso respetuoso de las especias y carnes sumamente jugosas en su punto óptimo. Lo más valioso de su cocina es que esos aromas y sabores me hicieron recordar inmediatamente mi niñez en casa de la griega María, la amiga de mi mamá, cuando íbamos a su casa a comer. Es alta cocina con el alma de la cocina casera tradicional. La atención está al nivel que esperaba el joven que nos atendió demostró un gran manejo de la carta, estuvo siempre dispuesto a explicar, sugerir y, sobre todo, pendiente de nuestra mesa con una sincronización impecable. El local es muy cómodo, acogedor y destaca por su limpieza absoluta. El único punto de mejora logística propio de la zona son los estacionamientos, que se perciben un poco reducidos en horas pico, pero la experiencia gastronómica compensa por completo este detalle. Un lugar de visita obligatoria para los que buscan consistencia y frescura. Definitivamente tengo que regresar.",2026-06-08,Pascual F.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}"
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,la comida muy sabrosa y bien servida. los meseros son muy educados y atentos y flexibles a acomodar ciertos cambios en algunos platos.,2026-06-07,R S.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,Eramos 4 personas y pedimos varios platos para compartir. El pulpo y los langostinos al carbon estaban deliciosos. También pedimos las empanaditas de feta con miel muy buenas. Adicionalmente pedimos la ensalada de garbanzo y unas bolitas de carne con satziki. Recomendado,2026-05-30,Melissa D.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109561,Nisos Aegean Grill,General,Panamá,,4.9165,,,,"buena comida y abundante, con un plato principal pueden comer hasta 2 personas. las empanadas con queso feta bañadas con miel estaban muy ricas.",2026-05-24,Vanessa F.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109141,Umi The Bar,General,Panamá,,4.986,,,,"Umi demuestra siempre cada vez por que es el mejor rest de sushi en panama desde los ingredientes y sabores todos apuntan a alta calidad, en sushi numero 1 en panaam, la torta vasca sumamente recomendada",2026-06-13,A J.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109141,Umi The Bar,General,Panamá,,4.986,,,,"Es una verdadera delicia, volvería sin dudarlo. los cortes divinos. La comida estaba tan rica que no tomé fotos, de una tenía que probar lo que nos traían.",2026-06-11,Anabella R.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109141,Umi The Bar,General,Panamá,,4.986,,,,Se ha convertido en mi restaurante favorito  amo cada ítem de su menú! sobre todo su hand roll de hamachi. vale la pena para cualquier ocasión! la experiencia en barra es la mejor.,2026-06-10,Ali W.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109141,Umi The Bar,General,Panamá,,4.986,,,,"Sin duda, el mejor sushi bar de Panamá. La calidad de los cortes está a un nivel superior a cualquier otra propuesta que haya probado en el país el pescado es increíblemente fresco, la textura es impecable y cada pieza refleja una atención excepcional al detalle. Fácilmente se ha posicionado como uno de mis restaurantes favoritos. Más allá de los clásicos, recomiendo probar la mayor cantidad de opciones posibles del menú, ya que cada plato tiene una personalidad propia y sabores distintivos que sorprenden. Es de esos lugares donde cada visita se convierte en una nueva experiencia gastronómica. Si eres amante del sushi y la cocina japonesa de calidad, este lugar es una visita obligada.",2026-06-01,Mariah B.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}"
109141,Umi The Bar,General,Panamá,,4.986,,,,"Mi sushi bar favorito en Panamá, el nivel de calidad en el pescado es algo que no he encontrado en ningun otro sitio. siento que algun dia este sitio puede tener la primera estrella michelin en Panamá. comida 1010, servicio 1010, cocktails 1010 y diferentes! para una ocasion especial este sitio vale la pena",2026-05-24,Claudia P.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Si buscas un lugar con linda vista para el sunset, este es el lugar. Todos sus platos están exquisitos. Tambien es excelente lugar para ir por tragos con amigas y fumar hooka. Mi entrada favorita conchas a la parmesana Plato fuerte recomendado entraña prime!!! y no se vayan sin probar la tarta vasca porfavorrrrr",2026-06-10,Luz D.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}"
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"El restaurante tiene una vista preciosa y un ambiente y decoración 1010. En cuanto a la comida pedimos para compartir y todo estaba riquísimo recomiendo los nigiris, el butter crab roll y los tacos ribeye y de tomar el carajillo estaba en su punto!",2026-06-09,Dani C.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Excelente servicio, ambiente divino me encantó todo! Sobre todo los drinks. Para venir con amigas o amigos comes delicioso! Súper recomendado",2026-06-09,Dominic R.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}"
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Que lugar TAN increíble! El ambiente, la decoración, el servicio pero sobre todo la comida! no pueden irse sin pedir las conchas, los dumplings y por supuesto que la tarta vasca de lotus. Ame todo!!!",2026-06-09,Madelaine H.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}"
109858,Primavera Rooftop,General,Panamá,,4.982,,,,"Empezando por la vista apenas llegas, el lugar es precioso. La atención es un 1010 desde que entras te reciben con una sonrisa y todo el personal te saluda y te da la bienvenida, lo que hace que la experiencia sea muy agradable desde el primer momento. La joven que nos atendió nos dio excelentes recomendaciones. Probamos el Hamachi del Trópico como entrada y fue un 1000010, simplemente espectacular. Como plato fuerte, pedí el lomo saltado y mi amiga una pesca  miso. ¡Uf, deliciosos ambos! Se nota la calidad de los ingredientes y el cuidado en cada preparación. Y para completar la experiencia, la música estuvo excelente una selección muy bien pensada que complementa perfectamente el ambiente. Mega recomendado. Sin duda volvería. ",2026-06-09,Yomalis P.,degusta,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}"
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,"Esta es mi tercera vez y siempre salgo complacida, perfección en servicio, comida, y la sangría blanca a otro nivel. La dinámica familiar es interesante, madre, hija y el Chef, estamos encantados con el lugar.",2026-06-13,Degustando M.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,"Fui a almorzar con 2 amigos. Pedimos de entrada el Carpaccio de Res que estuv9 maravilloso y la burrata tambien deliciosa ambos platos bien presentados y deliciosos. Platos fuerte decidí probar el Osobuco que venia una pocion de pasta con la salsa del Osobuco. Nunca lo había pribado y me encabtó. La salsa perfecra ni muy espesa ni muy suelta. El osobuzo tan suave que se deshacía. Mi amiga pidio Pasta con salsa de Vodka y mi amigo Pasra con langontinos. Amos quedaron gatamente impresionados. De postre comimos un flan, riquisimo.Se come delicioso,las porciones son geberosas, la atención buenisima y el tiempo de espera es mínimo.",2026-06-12,GIOVA62,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,Sopa de Lentejas bueno Almejas muy bueno Osobuco con tagliatele muy bueno Lava cake muy bueno La atención muy buena,2026-06-12,Juan F. P.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,Restaurante con sabor casero con muy buena relación calidadprecio. La bruschetta es hecha con un pan artesanal estupendo y con ingredientes muy frescos .No es lo más importante del menú pero si un indicio de lo que vendría. Los ravioli rellenos de ossobuco no decepcionaron. No se pierdan el volcán de chocolate de postre.,2026-06-07,Juan J.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'positive', 'ambiente': 'neutral'}"
109704,Bella Mia Ristorante,General,Panamá,,4.962,,,,Un lugar sencillo no muy grande pero bien acogedor. Su especialidad es la pasta preparada al momento en la casa. El servicio es muy agradable y dispuesto con el conocimiento necesario. Adicional a todo los precios se corresponden con lo que recibes. Si eres un fan de la pasta debe ir.,2026-06-01,arcetunon,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
101309,Sugoi San Francisco,General,Panamá,,4.85,,,,"Un lugar con una carta variada de comida japonesa y buena atención. Si eres amante de los rollitos, aquí tienen amplia variedad. El servicio es rápido así que si cuentan con poco tiempo esta es una buena opción.",2026-06-13,Alejandra R.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'positive'}"
101309,Sugoi San Francisco,General,Panamá,,4.85,,,,"No ponen platos ni servilletas, hay pedirlos, de resto la comida el ambiente y el servicio todo bien bien bien",2026-06-12,Roberto M.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
101309,Sugoi San Francisco,General,Panamá,,4.85,,,,"Rico momento en este lugar, compañeros de trabajo algo de parking, sangria en promo super buen sabor la de frutos rojos, rica comida , las gyosas estan brutales.",2026-06-11,Augusto L.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}"
101309,Sugoi San Francisco,General,Panamá,,4.85,,,,excelente servicio Juan David nos atendió super bien y la comida deliciosa toda la comida riquísima lo que más me gustó fueron las croquetas con su salsa tártara ufff delicioso sin duda,2026-06-10,Yaileth O.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
101309,Sugoi San Francisco,General,Panamá,,4.85,,,,"Muy bueno, me gustó el barco mundialista. Lo recomiendo. San Francisco muy buena la atención brindada. Volvería sin pensarlos. excelente.",2026-06-09,Jelenis C.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
100096,Sugoi El Cangrejo,General,Panamá,,,,,,"Pedí un toriniku y una cosa cola zero Buen ambiente, buena atención y comida. Lo único es que el martes en la noche esperé media hora la comida",2026-06-11,Angie D.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}"
100096,Sugoi El Cangrejo,General,Panamá,,,,,,"Buena comida relación calidad precio. Nos atendio Jefry, el pelao bien atento. El lugar es bien agradable y en la terraza de fuera es pet friendly.",2026-06-07,Mario A.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'positive', 'ambiente': 'positive'}"
100096,Sugoi El Cangrejo,General,Panamá,,,,,,"deliciosos rolls, atención excelente por yajaira y muy buenas bebidas, el sugoi roll y la margarita de maracuya increíble, muy bonita sucursal.",2026-06-06,Ivana Raquel S.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
100096,Sugoi El Cangrejo,General,Panamá,,,,,,"La comida muy rica, deliciosas y fresca, y buena atención por parte de Angela. La pasamos super bien. Recomendados 1010",2026-06-01,Carolyn T.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
100096,Sugoi El Cangrejo,General,Panamá,,,,,,"Muy bien!! jeff nos atendió súper bien !! los mejores sushi en Panamá !!! el canalero y el Sugoi súper buenos , los recomiendo",2026-06-01,Ibeth S.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
102927,Sugoi Brisas del Golf,General,Panamá,,,,,,Siempre excelente servicio y comida. Buen ambiente laboral se nota que se esmeran en que disfrutes el momento. Nunca decepcionado.,2026-06-14,Juan L.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
102927,Sugoi Brisas del Golf,General,Panamá,,,,,,Bueno solo que la comida tardo un poco pero los chicos súper amables y atentos . Buen ambiente y buen aire acondicionado,2026-06-10,Nikaira I.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
102927,Sugoi Brisas del Golf,General,Panamá,,,,,,"excelente comida siempre, la atención puede mejorar ya que esperamos mucho tiempo por los sushis y constantemente teníamos que pedir agua, pero el trato fue bueno y la calidad de la comida bien.",2026-06-10,Gladys B.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
